X,Y,Z
329327.232631798,7745407.89040284,406.776649202959
329327.232523989,7745413.59305122,406.720535198728
329327.232412907,7745419.29555835,406.658434139186
329327.232307411,7745424.99788353,406.593153916305
329327.232214167,7745430.6999865,406.527538421837
329327.232136005,7745436.401835,406.464381739679
329327.232070109,7745442.10341261,406.406314394201
329327.232006959,7745447.80472875,406.355652613364
329327.231932376,7745453.5058274,406.314197669324
329327.231834578,7745459.20678766,406.283021498053
329326.732793128,7745472.74589044,406.24486771286
329326.732434448,7745478.44800603,406.245011177267
329327.231248808,7745493.4135195,406.281680189174
329327.231244623,7745499.1149415,406.301198403861
329327.23126681,7745504.81641649,406.323565179693
329327.231310342,7745510.51793376,406.348135732485
329327.231370671,7745516.2194856,406.374407427536
329327.231443993,7745521.92106643,406.40198865585
329327.231527271,7745527.62267196,406.430574096295
329327.231618118,7745533.32429894,406.459923292595
329327.231714679,7745539.0259446,406.489846033594
329327.231815511,7745544.72760661,406.520190643099
329327.23191948,7745550.42928291,406.55083526161
329327.232025691,7745556.13097169,406.58168132509
329327.232133424,7745561.83267134,406.612648646321
329327.232242098,7745567.53438043,406.643671677016
329327.232351237,7745573.23609768,406.674696641285
329327.232460448,7745578.93782197,406.705679315438
329327.232569406,7745584.6395523,406.736583290455
329327.232677836,7745590.34128779,406.767378598261
329327.232785513,7745596.04302769,406.798040614615
329325.99910751,7745600,406.805400274829
329328.325432215,7743200,405.299532540009
329327.729409341,7743827.79485917,409.079072824399
329327.738167037,7744628.89058612,406.240982585691
329327.235453081,7744796.39825564,406.2755847906
329327.231699951,7745028.72030923,403.410417617966
329327.735905949,7745033.7086455,403.404651979012
329327.231712889,7745464.90770663,406.262331912998
329327.735000052,7745469.89688653,406.261037634819
329327.735600427,7745475.59688649,406.258436740956
329327.733639161,7745481.30065567,406.263227774499
329327.235453081,7745483.43412912,406.249264107691
329327.231284078,7745487.71216485,406.265830911046
329328.466648274,7745600,406.833205989065
329329.250626705,7743201.30843699,405.30335979463
329329.250575689,7743207.01026406,405.337424259749
329329.250524513,7743212.71209108,405.371409331997
329329.250473158,7743218.41391797,405.40530868765
329329.250421603,7743224.11574467,405.439116070722
329329.250369822,7743229.81757111,405.472825305982
329329.25031779,7743235.51939724,405.506430312224
329329.250265478,7743241.22122298,405.539925115585
329329.250212856,7743246.92304828,405.573303863011
329329.25015989,7743252.62487308,405.606560835679
329329.250106546,7743258.32669733,405.639690462463
329329.250052775,7743264.02852095,405.672687299559
329329.249998573,7743269.73034397,405.705545972383
329329.249943862,7743275.43216625,405.738261933009
329329.249888613,7743281.13398781,405.770829849745
329329.249832779,7743286.83580858,405.803245240042
329329.249776314,7743292.53762855,405.83550369238
329329.249719167,7743298.23944768,405.867601031337
329329.249661288,7743303.94126595,405.899533332674
329329.249602625,7743309.64308332,405.931296953842
329329.249543121,7743315.34489979,405.962888425513
329329.249482721,7743321.04671535,405.994304656262
329329.249421367,7743326.74852999,406.025542805663
329329.249358998,7743332.4503437,406.056600326686
329329.249295553,7743338.15215649,406.087474969704
329329.249230969,7743343.85396836,406.118164780575
329329.249165181,7743349.55577932,406.148668169239
329329.249098123,7743355.25758939,406.178983805352
329329.249029726,7743360.95939858,406.209110699577
329328.750382201,7743370.21536931,406.260540873427
329329.252886891,7743375.20652843,406.283537770225
329329.252870568,7743380.90838214,406.313000648876
329329.252854716,7743386.61023496,406.342274347533
329329.252839301,7743392.31208684,406.371359680151
329329.252824288,7743398.01393775,406.400257791964
329329.25280964,7743403.71578764,406.428970159582
329329.252795318,7743409.4176365,406.45749859104
329329.252781283,7743415.1194843,406.485845225936
329329.252767494,7743420.82133102,406.514012535916
329329.252753908,7743426.52317664,406.542003325605
329329.252740482,7743432.22502114,406.569820734305
329329.25272717,7743437.92686451,406.59746823856
329329.252713925,7743443.62870676,406.62494965596
329329.252700699,7743449.33054787,406.652269104051
329329.25268744,7743455.03238784,406.679431184776
329329.252674099,7743460.73422669,406.706440742314
329329.25266062,7743466.43606441,406.733303023716
329329.252646947,7743472.13790102,406.760023666702
329329.252633023,7743477.83973653,406.786608711289
329329.252618786,7743483.54157095,406.813064746468
329329.252604173,7743489.24340432,406.839398437803
329329.252589118,7743494.94523666,406.865617260721
329329.252573551,7743500.64706798,406.891729097599
329329.252557399,7743506.34889834,406.917742351491
329329.252540585,7743512.05072775,406.943665993139
329329.252523027,7743517.75255628,406.969509601662
329329.252504639,7743523.45438395,406.995283409225
329329.252485329,7743529.15621084,407.020998349811
329329.252465,7743534.85803699,407.046666111974
329329.252443549,7743540.55986249,407.072299195584
329329.252420865,7743546.26168739,407.097910972373
329329.25239683,7743551.96351179,407.123515750169
329329.252371318,7743557.66533578,407.149128840486
329329.252344195,7743563.36715947,407.174766629279
329329.252315315,7743569.06898297,407.200446650423
329329.252284524,7743574.77080642,407.226187661486
329329.252251655,7743580.47262996,407.252009721384
329329.252216531,7743586.17445376,407.277934269235
329329.252178962,7743591.876278,407.303984203909
329329.25213874,7743597.57810289,407.330183963461
329329.252095648,7743603.27992865,407.35655960382
329329.252049448,7743608.98175553,407.383138875767
329329.25199989,7743614.68358381,407.40995129947
329329.251946701,7743620.38541381,407.437028235493
329329.251889593,7743626.08724587,407.464402951435
329329.251828255,7743631.78908036,407.492110683027
329329.251762356,7743637.4909177,407.520188688713
329329.251691544,7743643.19275837,407.54867629658
329329.251615441,7743648.89460285,407.577614942454
329329.251533646,7743654.59645172,407.60704819814
329329.251445732,7743660.29830558,407.637021788518
329328.992588552,7743665.86639154,407.670870664161
329329.662974455,7743671.46641815,407.690940913027
329329.251062273,7743677.403804,407.730676481059
329329.250898546,7743683.10562593,407.763312973431
329329.250724699,7743688.80745517,407.796750406199
329329.250540026,7743694.50929257,407.831047002381
329329.250343785,7743700.2111391,407.866262369891
329329.25013519,7743705.91299577,407.902459335951
329329.249913423,7743711.61486369,407.939700927275
329329.249677626,7743717.31674406,407.978052128158
329329.249426904,7743723.01863818,408.017579245421
329329.249160323,7743728.72054741,408.058349760674
329329.248876905,7743734.42247323,408.100431982786
329329.24857564,7743740.12441722,408.14389503133
329329.248255473,7743745.82638103,408.188808469646
329329.247915311,7743751.52836643,408.235242072457
329329.24755402,7743757.23037527,408.28326555489
329329.247170422,7743762.9324095,408.332948284043
329329.246763295,7743768.63447114,408.384358976439
329329.246331374,7743774.33656233,408.437565382695
329329.245873341,7743780.03868524,408.492633960093
329329.245387828,7743785.74084214,408.549629533951
329329.244873406,7743791.44303535,408.608614948002
329329.244328585,7743797.14526722,408.669650703383
329329.2437518,7743802.84754015,408.732794585293
329329.243141406,7743808.54985653,408.798101274724
329329.242495662,7743814.25221878,408.865621941693
329329.24181272,7743819.95462925,408.935403813778
329329.241090605,7743825.65709023,409.007489711685
329328.763727228,7743834.89503107,409.143399111343
329329.260917093,7743839.89368468,409.197081180402
329329.260508953,7743845.59573392,409.277446869802
329329.26006486,7743851.29783914,409.360238102394
329329.259583395,7743857.00000357,409.445462192639
329329.259063056,7743862.70223025,409.533116864516
329329.258502236,7743868.40452197,409.623188687268
329329.257899193,7743874.10688115,409.715651090997
329329.257252025,7743879.80930969,409.810461822535
329329.256558643,7743885.51180886,409.907559656418
329329.25581673,7743891.21437903,410.006860112234
329329.25502372,7743896.91701938,410.108249844729
329329.254176766,7743902.61972754,410.211579255674
329329.253272733,7743908.32249896,410.316652716714
329329.252308219,7743914.02532627,410.423215576166
329329.31688719,7743919.77076303,410.528874592554
329329.249967335,7743925.43086121,410.639297121595
329329.24858733,7743931.13354084,410.74780238776
329329.247129463,7743936.83619686,410.855711882445
329329.245595416,7743942.53878755,410.962062031248
329329.243991956,7743948.24125651,411.065594045709
329329.242334705,7743953.94352997,411.164669718823
329329.240653934,7743959.6455163,411.25717825788
329329.239002603,7743965.34711127,411.340454278698
329329.237465425,7743971.04821498,411.411252567512
329329.236164294,7743976.74876615,411.465860033452
329329.235250552,7743982.44879238,411.500446205548
329329.234873598,7743988.14845453,411.511703643299
329329.235128337,7743993.84804399,411.497655489287
329329.236009591,7743999.54790548,411.458283266137
329329.237409661,7744005.24831904,411.395603314022
329329.239162637,7744010.94941844,411.313132569533
329329.241100966,7744016.65118865,411.215060936214
329329.243091246,7744022.35351822,411.105523945324
329329.245043269,7744028.05625935,410.988168657448
329329.246903375,7744033.75926859,410.865993924991
329329.248643459,7744039.46242571,410.741361058062
329329.250251348,7744045.16563823,410.616080455017
329329.03024575,7744050.75645376,410.503041104809
329329.252707939,7744056.57176692,410.368615978285
329329.25364905,7744062.2746703,410.248244246766
329329.25447619,7744067.97748091,410.130921826578
329329.255196496,7744073.68018777,410.017033689888
329329.255816715,7744079.38278581,409.906846984481
329329.256343083,7744085.08527427,409.800538010168
329329.25678131,7744090.78765539,409.698212530049
329329.2571366,7744096.48993358,409.599920971804
329329.257413713,7744102.19211472,409.505669834359
329329.257616992,7744107.89420573,409.41543022521
329329.25775046,7744113.5962142,409.329144261108
329329.257817831,7744119.29814815,409.246730020348
329329.25782257,7744125.00001585,409.168085071266
329328.751042277,7744129.9854039,409.11105998219
329329.244692693,7744139.23741438,408.987566323263
329329.245403316,7744144.93991662,408.921016477086
329329.246060475,7744150.64234637,408.857584455318
329329.246668004,7744156.34470861,408.797088931046
329329.247229406,7744162.04700842,408.739337478435
329329.24774788,7744167.74925073,408.684126612624
329329.248226322,7744173.45144039,408.631242669277
329329.248667337,7744179.15358207,408.58046226512
329329.24907324,7744184.85568036,408.531552871762
329329.249446056,7744190.5577397,408.484273485922
329329.249787523,7744196.25976448,408.438375466765
329329.250099088,7744201.96175866,408.393601904777
329329.250381902,7744207.66372708,408.349693905525
329329.25063683,7744213.36567347,408.306384597181
329329.250864448,7744219.06760222,408.263404482392
329329.251065049,7744224.76951769,408.220482159446
329329.251238648,7744230.4714243,408.17734561596
329329.251385002,7744236.17332666,408.133723736952
329329.251503615,7744241.87522957,408.089347862963
329329.251593767,7744247.57713803,408.043953379118
329329.25165453,7744253.27905729,407.997281316582
329329.251684797,7744258.98099289,407.949079949
329329.251683313,7744264.68295059,407.899106368827
329329.251648708,7744270.38493647,407.847128030439
329329.251579532,7744276.08695683,407.792924250142
329329.251474295,7744281.7890182,407.736287655546
329329.21864717,7744287.50555197,407.676434860536
329329.251074375,7744293.19316394,407.614958757752
329329.25077437,7744298.89524266,407.549931070973
329329.250432705,7744304.59737273,407.481802298527
329329.250048585,7744310.29955976,407.410451956034
329329.249621528,7744316.00180914,407.335780535063
329329.249151419,7744321.70412598,407.257710627418
329329.248638572,7744327.40651496,407.176188029466
329329.248083783,7744333.10898017,407.09118283634
329329.247488392,7744338.811525,407.002690536899
329329.246854345,7744344.51415191,406.910733120039
329329.246184255,7744350.21686222,406.815360255739
329329.245481464,7744355.91965617,406.716650887318
329329.244750089,7744361.62253217,406.614712264663
329329.2439951,7744367.32548708,406.509684733108
329329.243222357,7744373.02851569,406.401740742543
329328.760858873,7744382.26057529,406.208535991514
329329.25927713,7744387.25752655,406.121592627776
329329.258603234,7744392.96026839,406.005335629047
329329.257890039,7744398.66311902,405.88737924362
329329.257145656,7744404.36606867,405.768108746417
329329.256379259,7744410.06910458,405.647957914698
329329.255601086,7744415.77221076,405.527413652971
329329.254822385,7744421.47536788,405.407021589095
329329.254055307,7744427.17855308,405.287392739742
329329.253312711,7744432.8817398,405.169211249471
329329.252607855,7744438.58489766,405.053243037784
329329.251953962,7744444.28799247,404.940344912827
329329.171134285,7744450.02632486,404.829108037873
329329.250800693,7744455.69351307,404.727754233958
329329.25031567,7744461.39586887,404.630308346046
329329.249917148,7744467.09804802,404.540405435814
329329.24960749,7744472.80002548,404.459404894098
329329.249385484,7744478.50178534,404.38871362714
329329.249246061,7744484.20332557,404.329720755646
329329.249180843,7744489.90466273,404.283705006667
329329.249179822,7744495.6058342,404.251721465313
329329.249233687,7744501.30689579,404.234507249205
329329.249335412,7744507.0079148,404.232438732496
329329.249480052,7744512.70896135,404.245557519674
329329.249663136,7744518.41010207,404.273640508567
329329.24987896,7744524.11139704,404.316269950899
329329.250119743,7744529.8128986,404.372870987601
329329.250375769,7744535.51464951,404.442707974041
329329.250636224,7744541.21667944,404.524847665294
329329.250890276,7744546.91899948,404.618104205109
329329.25112783,7744552.62159558,404.720984742635
329329.122571111,7744558.21099045,404.828541460832
329329.251519852,7744564.02736055,404.948040547755
329329.251658909,7744569.73040677,405.067869954868
329329.251742332,7744575.43352212,405.189634453906
329329.25171541,7744581.13664146,405.313032004698
329329.251578765,7744586.83960868,405.435099427579
329329.251333592,7744592.54240607,405.553868783435
329329.250979309,7744598.24503181,405.668559810035
329329.250516709,7744603.94749211,405.778815914519
329329.249935854,7744609.6498097,405.884587098002
329329.249200895,7744615.35203485,405.986184773062
329329.24823031,7744621.0542759,406.084502323883
329329.246871464,7744626.75678912,406.181614181232
329329.258247849,7744635.2840121,406.336216886093
329329.259237991,7744640.9830683,406.465411788402
329329.258100505,7744646.68201181,406.643767796287
329329.2532358,7744652.38934333,406.86398390535
329329.252857848,7744658.10315379,406.97364819797
329329.2560781,7744663.80510251,406.981407245787
329329.255134549,7744669.50275863,407.058727037778
329329.253087234,7744675.20444133,407.195905871024
329329.251914658,7744680.90838123,407.334580112873
329329.251561281,7744686.61187085,407.443590361783
329329.251508142,7744692.31448413,407.528409721821
329329.251410474,7744698.01678346,407.611393659404
329329.251307224,7744703.71924383,407.70303702942
329329.251303272,7744709.42162956,407.792474483994
329329.251348486,7744715.12368162,407.869408278748
329329.251389893,7744720.82537215,407.929099665132
329329.251388912,7744726.5267519,407.969114379001
329329.251297115,7744732.22777647,407.98657305808
329329.251236858,7744737.92832427,407.964888092217
329329.2513062,7744743.62973415,407.896993577217
329329.251304101,7744749.33189668,407.80695395785
329329.223082096,7744755.44628601,407.692273897397
329329.251423474,7744760.73757959,407.581146640992
329329.251700256,7744766.44109137,407.448855289656
329329.252280466,7744772.14569522,407.297271623813
329329.252863178,7744777.85292945,407.102678884661
329329.252627383,7744783.56170529,406.859984294088
329329.252003827,7744789.26977592,406.600860636274
329329.251154669,7744794.97700696,406.342464140805
329329.252591749,7744798.24236475,406.196863369799
329329.253299154,7744803.47518303,405.968474858958
329329.254209044,7744809.18353364,405.731399415151
329329.254636216,7744814.89197881,405.52337555307
329329.25411146,7744820.59865755,405.368410573407
329329.253466138,7744826.3028308,405.254321926342
329329.252909374,7744832.00590489,405.161799599423
329329.252404627,7744837.70847921,405.082339903519
329329.251967622,7744843.41078384,405.010156035635
329329.251628381,7744849.11296845,404.939949127304
329329.251405849,7744854.81516113,404.867193357164
329329.25128279,7744860.51742807,404.790260925847
329329.251209812,7744866.21971124,404.711799394805
329329.251152559,7744871.92190013,404.636217981255
329329.251102729,7744877.62394641,404.566543321639
329329.251061882,7744883.32586575,404.503786443284
329329.251027778,7744889.0276854,404.447745031703
329329.250985196,7744894.72931704,404.398749960025
329329.251043272,7744900.43079726,404.361699814104
329329.251125231,7744906.13252147,404.330858404922
329329.251202759,7744911.83438041,404.300703415091
329329.251289783,7744917.53633635,404.268966669028
329329.251389175,7744923.23836661,404.234235057139
329329.251495899,7744928.94044812,404.195852890979
329329.251605732,7744934.64256109,404.153708739687
329329.251717598,7744940.34468374,404.108095084136
329329.251831672,7744946.04679282,404.059634037284
329329.251947265,7744951.7488699,404.00915263103
329329.25206027,7744957.45090987,403.957489825718
329329.252158551,7744963.1529284,403.905260803977
329329.252213655,7744968.85495857,403.852653227918
329329.252175137,7744974.55701808,403.799469707721
329329.25199053,7744980.25906377,403.745647521584
329329.251643709,7744985.96101393,403.691835326469
329329.251149321,7744991.66281867,403.63923710982
329329.250518239,7744997.36445663,403.589124085588
329329.249752335,7745003.06586825,403.542870432348
329329.248886691,7745008.76691069,403.502564227937
329329.248086576,7745014.46751005,403.471333106277
329329.247582832,7745020.16808047,403.451061080655
329329.247308013,7745025.86926418,403.438642944075
329329.247047321,7745031.57118503,403.427849934935
329328.750166455,7745040.83481193,403.394685650436
329329.256395085,7745045.8207513,403.38013977958
329329.256419789,7745051.5220531,403.350322359008
329329.256179894,7745057.22377291,403.317818781976
329329.255668729,7745062.92569079,403.285339460526
329329.255040012,7745068.62761569,403.253625431661
329329.254432502,7745074.32958141,403.22285499049
329329.253902456,7745080.03167327,403.193958450475
329329.253458556,7745085.73391558,403.168497232845
329329.253067412,7745091.43618336,403.147839468834
329329.252788461,7745097.13800449,403.130096081097
329329.252837203,7745102.84024065,403.113563728877
329329.252871119,7745108.54290124,403.104681659771
329329.252927091,7745114.24564644,403.105489290828
329329.253006356,7745119.94844628,403.116528970714
329329.253097307,7745125.65129838,403.13799475372
329329.253177606,7745131.35412755,403.169559575902
329329.253298054,7745137.05672639,403.20915706315
329329.253582434,7745142.75942755,403.254826424343
329329.253837825,7745148.46228976,403.307884248771
329329.254020665,7745154.16497028,403.367444892178
329329.248646423,7745162.70316065,403.458699536963
329329.248316753,7745168.40549532,403.514298927258
329329.248120236,7745174.10739878,403.569472642827
329329.248030614,7745179.80927051,403.625857037766
329329.248003727,7745185.51119342,403.683365074636
329329.248017948,7745191.21317569,403.741618077241
329329.2480616,7745196.91521208,403.800217302058
329329.248127049,7745202.61728763,403.858817367177
329329.248205345,7745208.31936109,403.917286318882
329329.248293623,7745214.02130992,403.976401509161
329329.248509802,7745219.72316959,404.038836731072
329329.248782086,7745225.4252055,404.10405280621
329329.249041288,7745231.12728232,404.170431635761
329329.249296468,7745236.82933641,404.238211443002
329329.249551929,7745242.53137745,404.308133820967
329329.249810517,7745248.23343338,404.380995772777
329329.250075388,7745253.93553665,404.457520651039
329329.250350104,7745259.63771856,404.538306284529
329329.250638467,7745265.34000547,404.6237932886
329329.25094463,7745271.04241475,404.714222499163
329329.483474829,7745276.83419291,404.814483923644
329329.251642021,7745282.44759958,404.909194237533
329329.252036894,7745288.1504088,405.011727421416
329329.252434204,7745293.85343838,405.11875513987
329329.252927872,7745299.55663964,405.248731420934
329329.253587167,7745305.25982853,405.383066821207
329329.254269452,7745310.96305288,405.513063399863
329329.254982885,7745316.66623109,405.641456934606
329329.25575266,7745322.36930373,405.768564774467
329329.256640067,7745328.0723604,405.894198184143
329329.25775056,7745333.77621375,406.021490875385
329329.258302954,7745339.4810971,406.161158453311
329329.245384314,7745348.00086191,406.376522611749
329329.246313643,7745353.70549492,406.510399219483
329329.247115208,7745359.4100038,406.631414097507
329329.247833022,7745365.11433408,406.737004934867
329329.248495945,7745370.8186186,406.823593512045
329329.24894452,7745376.52306774,406.883489416317
329329.248946435,7745382.22703179,406.910941804988
329329.248882433,7745387.93030306,406.913708151559
329329.248821726,7745393.633295,406.898155819409
329329.248744154,7745399.3361682,406.867438371492
329329.248644745,7745405.03895877,406.824074103159
329329.24852809,7745410.74166016,406.770610895822
329329.248402665,7745416.44424464,406.709732662535
329329.248277951,7745422.14667294,406.644244219289
329329.248162651,7745427.84890194,406.577023233486
329329.248063017,7745433.5508918,406.510953767355
329329.247980679,7745439.25261358,406.448835507193
329329.247910136,7745444.95405798,406.393259938434
329329.247837807,7745450.65524771,406.346425562624
329329.247746704,7745456.35624722,406.309891042975
329329.247627597,7745462.05715653,406.284332756467
329329.247487872,7745467.7580807,406.269462962327
329329.247143517,7745484.86146877,406.276601771625
329329.24709606,7745490.56280702,406.291292741135
329329.247083947,7745496.26421816,406.310018468398
329329.247101868,7745501.96568493,406.331850384522
329329.247143894,7745507.66719488,406.356065126915
329329.24720462,7745513.36873948,406.382104680748
329329.247279562,7745519.07031291,406.409539188541
329329.247365182,7745524.77191089,406.438036181313
329329.247458759,7745530.47353033,406.467337463792
329329.247558218,7745536.17516861,406.497239893494
329329.247661975,7745541.87682351,406.527582890984
329329.247768814,7745547.57849308,406.558238315576
329329.247877793,7745553.28017555,406.589103131326
329329.247988167,7745558.98186933,406.62009393984
329329.248099344,7745564.68357298,406.65114287046
329329.248210845,7745570.38528523,406.682194459435
329329.248322281,7745576.08700491,406.713203254101
329329.248433329,7745581.78873102,406.744131952608
329329.248543723,7745587.49046263,406.774949943268
329329.248653243,7745593.19219895,406.805632145045
329329.248761704,7745598.89393928,406.836158077653
329329.248959921,7743366.66120692,406.239048186855
329329.575561258,7743831.36247363,409.071527750247
329329.243924428,7744133.53483413,409.05740272222
329329.242438657,7744378.73161051,406.291087129638
329329.251326761,7744631.01472202,406.256777689132
329329.246723912,7745037.27361255,403.413518916678
329329.752807033,7745157.71359112,403.409873627529
329329.753908368,7745343.01781583,406.261900667786
329329.247347882,7745473.45909367,406.264215451997
329329.247228738,7745479.16022452,406.267110310233
329330.17582999,7743200,405.291544391554
329331.266488996,7743204.15932775,405.311680458639
329331.266438116,7743209.86115428,405.345667215193
329331.266387078,7743215.5629807,405.37956916709
329331.26633586,7743221.26480694,405.413379899882
329331.266284441,7743226.96663293,405.447093071627
329331.266232795,7743232.66845862,405.480702426247
329331.266180895,7743238.37028393,405.514201806959
329331.266128712,7743244.07210881,405.547585169896
329331.266076213,7743249.77393319,405.580846597704
329331.266023366,7743255.47575701,405.613980313195
329331.265970124,7743261.17758022,405.646980663332
329331.26591648,7743266.87940278,405.679842048003
329331.265862362,7743272.58122465,405.712559682955
329331.26580774,7743278.28304573,405.745128033199
329331.265752568,7743283.98486604,405.777542343237
329331.265696801,7743289.68668551,405.809797969525
329331.26564039,7743295.38850413,405.841890486017
329331.265583285,7743301.09032185,405.873815708883
329331.265525435,7743306.79213866,405.905569742756
329331.265466786,7743312.49395453,405.937148855425
329331.265407281,7743318.19576945,405.968549679028
329331.265346864,7743323.89758341,405.999769105758
329331.265285477,7743329.5993964,406.030804314382
329331.265223058,7743335.30120842,406.061652781607
329331.265159544,7743341.00301947,406.092312268013
329331.265094874,7743346.70482956,406.122780903216
329331.26502898,7743352.4066387,406.153057080273
329331.264961797,7743358.10844691,406.183139523069
329331.264893254,7743363.8102542,406.213027281575
329331.26929751,7743372.82966578,406.260364171931
329331.268757108,7743378.05744331,406.286831353577
329331.268741488,7743383.75929643,406.316034626996
329331.26872635,7743389.46114861,406.345042962956
329331.268711659,7743395.16299981,406.37385721509
329331.26869738,7743400.86484999,406.402478566419
329331.268683477,7743406.56669911,406.430908528923
329331.268669912,7743412.26854715,406.459148943057
329331.268656645,7743417.97039409,406.487201977493
329331.268643636,7743423.67223991,406.515070129189
329331.268630842,7743429.37408458,406.542756224084
329331.26861822,7743435.07592809,406.570263418555
329331.268605726,7743440.77777044,406.597595201949
329331.268593312,7743446.47961162,406.624755395805
329331.268580931,7743452.18145162,406.651748130282
329331.268568533,7743457.88329045,406.678578009987
329331.268556068,7743463.5851281,406.705249866646
329331.268543482,7743469.28696459,406.731768946646
329331.26853072,7743474.98879992,406.758140880779
329331.268517717,7743480.69063411,406.784371816108
329331.268504436,7743486.39246719,406.810468003735
329331.268490792,7743492.09429916,406.836436410427
329331.268476727,7743497.79613004,406.86228442884
329331.268462173,7743503.49795988,406.888019933939
329331.268447057,7743509.19978869,406.913651338707
329331.268431303,7743514.90161651,406.939187632984
329331.26841483,7743520.6034434,406.964638426391
329331.268397552,7743526.30526938,406.990013995462
329331.26837938,7743532.00709451,407.015325334981
329331.268360216,7743537.70891886,407.040584213409
329331.268339957,7743543.41074248,407.065803232445
329331.268318493,7743549.11256545,407.090995890409
329331.268295706,7743554.81438786,407.116176649396
329331.26827147,7743560.51620978,407.141361005788
329331.26824565,7743566.21803133,407.166565563919
329331.268218101,7743571.91985261,407.191808112372
329331.268188667,7743577.62167377,407.217107702555
329331.268157181,7743583.32349494,407.242484728912
329331.268123463,7743589.02531629,407.26796101026
329331.268087319,7743594.72713799,407.293559871494
329331.268048543,7743600.42896025,407.319306224977
329331.268006912,7743606.13078328,407.34522665079
329331.267962185,7743611.83260735,407.371349474923
329331.267914107,7743617.53443272,407.397704844561
329331.267862402,7743623.23625971,407.42432479936
329331.267806773,7743628.93808866,407.451243337786
329331.267746906,7743634.63991994,407.478496477302
329331.267682461,7743640.34175398,407.506122307391
329331.267613077,7743646.04359123,407.534161034134
329331.267538367,7743651.74543221,407.562655015289
329331.267457921,7743657.44727746,407.591648784534
329331.267371299,7743663.14912762,407.62118906384
329330.962760227,7743668.8510004,407.65611049432
329331.482774808,7743674.65521985,407.679169906966
329331.267015184,7743680.25464506,407.713590611587
329331.266852846,7743685.95646354,407.74582901598
329331.26668024,7743691.65828922,407.778879822202
329331.266496639,7743697.36012296,407.812801825395
329331.266301272,7743703.06196573,407.847657084429
329331.266093337,7743708.76381856,407.883508007104
329331.265871988,7743714.46568255,407.920419017887
329331.265636341,7743720.16755892,407.958455966603
329331.265385474,7743725.86944896,407.997685942164
329331.26511842,7743731.57135405,408.038177107032
329331.264834178,7743737.27327568,408.079998320637
329331.2645317,7743742.97521543,408.123219132189
329331.264209901,7743748.67717495,408.167909365067
329331.263867653,7743754.37915603,408.214138877556
329331.263503784,7743760.0811605,408.261977267959
329331.263117082,7743765.7831903,408.311493563875
329331.262706286,7743771.48524747,408.362755896489
329331.262270086,7743777.1873341,408.415831161047
329331.261807125,7743782.88945236,408.470784664038
329331.261315986,7743788.59160448,408.527679757748
329331.260795194,7743794.29379272,408.586577461826
329331.260243204,7743799.99601939,408.647536071274
329331.259658397,7743805.69828681,408.710610748664
329331.259039065,7743811.40059727,408.775853097574
329331.258383403,7743817.10295307,408.843310711779
329331.257689488,7743822.80535642,408.913026692802
329331.256955269,7743828.50780942,408.98503912161
329330.77196261,7743837.75705934,409.121444550623
329331.277152156,7743842.74441194,409.174352328005
329331.276743574,7743848.44645679,409.254568796918
329331.276298697,7743854.14855765,409.337171973468
329331.275816122,7743859.85071758,409.422159234316
329331.27529437,7743865.55293941,409.50951683865
329331.274731859,7743871.25522562,409.599218058327
329331.274126887,7743876.95757828,409.691220804415
329331.273477606,7743882.65999883,409.785464586582
329331.272782002,7743888.36248796,409.88186658942
329331.272037874,7743894.06504534,409.980316577825
329331.271242823,7743899.76766926,410.080670248836
329331.270394254,7743905.47035617,410.182740518402
329331.269489412,7743911.17310016,410.286286062511
329331.268525459,7743916.87589204,410.390996209245
329331.084078147,7743922.67747814,410.506357073551
329331.595660114,7743928.28127482,410.586932885584
329331.264899236,7743933.98400998,410.707335319241
329331.263467384,7743939.68657872,410.811231951174
329331.261973545,7743945.38906109,410.912708052466
329331.260431007,7743951.09139878,411.01032883034
329331.258864312,7743956.7935193,411.102264996222
329331.257315072,7743962.49533905,411.186223651861
329331.255848709,7743968.19677381,411.259415847245
329331.254559466,7743973.8977609,411.318615291927
329331.253567946,7743979.59829384,411.360382392468
329331.253003517,7743985.29845965,411.381510976936
329331.252969067,7743990.9984535,411.379659801054
329331.253500823,7743996.69854424,411.353967892315
329331.254549076,7744002.39899413,411.305352925628
329331.25599571,7744008.0999774,411.236313348832
329331.257695836,7744013.8015457,411.15034268185
329331.259516309,7744019.50364762,411.051253710403
329331.26135534,7744025.20617403,410.942660825471
329331.263144772,7744030.90899972,410.827700161472
329331.264843674,7744036.61200908,410.708943140905
329331.634095742,7744042.51296012,410.567658684772
329330.904217957,7744047.83033548,410.487161159257
329331.268826168,7744053.72105328,410.34792062338
329331.269774349,7744059.4239117,410.230092416383
329331.270610339,7744065.12668936,410.114853937008
329331.271340186,7744070.82937191,410.002689867752
329331.271969983,7744076.53195167,409.893947216611
329331.27250558,7744082.23442581,409.788867190916
329331.27295247,7744087.93679504,409.687608410063
329331.273315749,7744093.63906259,409.590264640241
329331.273600127,7744099.34123346,409.496878203511
329331.273809962,7744105.04331389,409.407450131578
329331.273949271,7744110.74531098,409.321947815379
329331.274021818,7744116.44723238,409.240310792621
329331.274031104,7744122.1490861,409.162455223504
329330.765547299,7744127.13206113,409.106657538857
329331.260286874,7744136.38667092,408.984081605286
329331.261012221,7744142.08916959,408.918477911233
329331.261682859,7744147.7915964,408.856063209512
